#id1,id2,weight
Road,RD,1
Road,RSTN,1
Road,MKT,1
Road,RJCT,1
Road,STDM,1
Road,TOWR,1
Road,BLDG,1
Road,HTL,1
Road,HLL,1
Holborn,PPL,1
Holborn,CH,1
Holborn,RD,1
Holborn,HTL,1
Holborn,MTRO,1
Highgate,PPL,1
Highgate,MTRO,1
Highgate,CMTY,1
Highbury,PPL,1
Highbury,RSTN,1
Highbury,MTRO,1
Highbury,HTL,1
High,MTRO,1
High,HTL,1
High,RD,1
High,RSTN,1
High,PPLX,1
High,ST,1
High,RSV,1
Herne,RSTN,1
Herne,PPLX,1
Hendon,PPLA3,1
Hendon,RSTN,1
Hendon,MTRO,1
Harrow,PPL,1
Harrow,PPLA3,1
Harrow,ADM3,1
Harrow,HTL,1
Harrow,RSTN,1
Harrow,MTRO,1
Weald,PPL,1
on,PPL,1
the,PPL,1
the,BLDG,1
the,HTL,1
the,MNMT,1
the,OBPT,1
Harlesden,PPL,1
Harlesden,RSTN,1
Harlesden,MTRO,1
Haringey,PPLX,1
Haringey,ADM3,1
Haringey,HSP,1
Hanwell,PPL,1
Hanwell,RSTN,1
Hampstead,PPL,1
Hampstead,HSP,1
Hampstead,HTL,1
Hampstead,PPLX,1
Hampstead,PRK,1
Hampstead,RSTN,1
Hampstead,MTRO,1
Hammersmith,PPLA3,1
Hammersmith,ADM3,1
Hammersmith,HSP,1
Hammersmith,BDG,1
Hammersmith,HTL,1
Hammersmith,MTRO,1
Hadley,RSTN,1
Hadley,PPL,1
Hackney,PPLA3,1
Hackney,ADM3,1
Hackney,PPLX,1
Hackney,RSTN,1
Hackney,HTL,1
Great,PRSH,1
Great,CSTL,1
Great,HSP,1
Great,HTL,1
Great,MTRO,1
Great,MNMT,1
Great,MUS,1
Greater,AREA,1
Greater,ADM2,1
Greater,HTL,1
Greater,RGN,1
Goodmayes,PPL,1
Goodmayes,HSP,1
Goodmayes,RSTN,1
Fulham,PPL,1
Fulham,ADM3,1
Fulham,BDG,1
Fulham,MTRO,1
Fulham,STDM,1
Friern,PPL,1
Forest,PPLX,1
Forest,FRST,1
Forest,ADM3,1
Forest,RSTN,1
Forest,RESF,1
Forest,HTL,1
Foots,PPL,1
Cray,PPL,1
Cray,CSTL,1
Cray,RSTN,1
Cray,RJCT,1
Finsbury,PPL,1
Finsbury,HTL,1
Finsbury,RSTN,1
Finsbury,MTRO,1
Finchley,PPL,1
Finchley,PPLX,1
Finchley,HSP,1
Finchley,ST,1
Finchley,MTRO,1
Finchley,PO,1
Finchley,RSTN,1
Fenchurch,RSTN,1
Fenchurch,PPL,1
Fairlop,RSTN,1
Fairlop,HSE,1
Fairlop,MTRO,1
Fairlop,PPL,1
Euston,RSTN,1
Euston,MTRO,1
Euston,PPL,1
Euston,HTL,1
railway,RSTN,1
Epping,FRST,1
Epping,RESF,1
Epping,HTL,1
Enfield,PPL,1
Enfield,PPLA3,1
Enfield,ADM3,1
Enfield,HSP,1
Enfield,RSTN,1
Enfield,HTL,1
Lock,PPL,1
Lock,LOCK,1
Lock,BDG,1
Lock,HTL,1
Lock,RSTN,1
Lock,MKT,1
Town,PPLA3,1
Town,PPL,1
Town,HTL,1
Town,MTRO,1
Town,RSTN,1
Town,MKT,1
Town,SQR,1
Eltham,PPL,1
Eltham,RSTN,1
Elstree,PPL,1
Elstree,HTL,1
Elstree,RSTN,1
Elstree,ADM4,1
Elstree,AIRP,1
Elmers,PPL,1
Elmers,RSTN,1
Elmers,MTRO,1
Edmonton,PPL,1
Edmonton,RSTN,1
Edmonton,PPLX,1
Edgware,PPL,1
Edgware,HSP,1
Edgware,MTRO,1
Edgware,HTL,1
East,PPL,1
East,PPLA3,1
East,PPLX,1
East,HTL,1
East,RSTN,1
East,RD,1
East,MTRO,1
East,PO,1
East,ZN,1
East,RSV,1
Earl's,MTRO,1
Earl's,HTL,1
Earl's,FCL,1
Court,MTRO,1
Court,PPLX,1
Court,HTL,1
Court,BDG,1
Court,PPL,1
Court,HSE,1
Court,CTHSE,1
Court,FCL,1
Court,RSTN,1
Court,ST,1
Court,PAL,1
Court,BLDG,1
Court,PRK,1
Court,AIRH,1
Earls,PPLX,1
Earls,HTL,1
Earls,BLDG,1
Ealing,PPLA3,1
Ealing,ADM3,1
Ealing,HSP,1
Ealing,HTL,1
Ealing,RSTN,1
Ealing,MTRO,1
Ealing,PPL,1
Ealing,PPLA4,1
Dollis,PPL,1
Dollis,MTRO,1
Deptford,PPL,1
Deptford,MTRO,1
Deptford,RSTN,1
Dagenham,RSTN,1
Dagenham,ADM3,1
Dagenham,MTRO,1
Cubitt,PPL,1
Cricklewood,PPL,1
Cricklewood,RSTN,1
Covent,PPLX,1
Covent,HTL,1
Covent,MKT,1
Covent,MTRO,1
Garden,PPLX,1
Garden,HSP,1
Garden,HTL,1
Garden,MKT,1
Garden,MTRO,1
Garden,ST,1
Garden,GDN,1
Cockfosters,PPLX,1
Cockfosters,MTRO,1
Clapham,PPLX,1
Clapham,HTL,1
Clapham,PPL,1
Clapham,RSTN,1
Clapham,MTRO,1
Chiswick,PPLX,1
Chiswick,HTL,1
Chiswick,BDG,1
Chiswick,RSTN,1
Chiswick,MTRO,1
Chiswick,ISL,1
Chislehurst,PPL,1
Chislehurst,RSTN,1
Chislehurst,RJCT,1
Chislehurst,TNLRR,1
Chingford,PPL,1
Chingford,RSTN,1
Chingford,HTL,1
Chingford,TOWR,1
Chigwell,PPL,1
Chigwell,MTRO,1
Chigwell,ADM4,1
Chigwell,HTL,1
Chelsea,PPLX,1
Chelsea,ADM3,1
Chelsea,HSP,1
Chelsea,HTL,1
Chelsea,BDG,1
Chelsea,STDM,1
Charing,RSTN,1
Charing,PPLX,1
Charing,HTL,1
Charing,MTRO,1
Catford,PPLA3,1
Catford,RSTN,1
Cannon,RSTN,1
Cannon,BDG,1
Cannon,MTRO,1
Cannon,ST,1
Cannon,PPL,1
Caldecote,PPL,1
Bushy,PRK,1
Bushey,PPL,1
Bushey,PPLX,1
Buckingham,PAL,1
Buckingham,HTL,1
Palace,PAL,1
Palace,TOWR,1
Palace,HTL,1
Palace,HSTS,1
Palace,PPL,1
Palace,RSTN,1
Palace,THTR,1
Palace,PRK,1
Buckhurst,PPL,1
Buckhurst,MTRO,1
Buckhurst,ADM4,1
Bromley,PPLA3,1
Bromley,ADM3,1
Bromley,HTL,1
Bromley,RSTN,1
Bromley,PP,1
Brimsdown,RSTN,1
Brent,MTRO,1
Brent,PPLX,1
Brent,ADM3,1
Brent,HTL,1
Brent,MALL,1
Brent,RSV,1
Brentford,PPL,1
Brentford,HTL,1
Brentford,RSTN,1
Brentford,ISL,1
Bow,PPLX,1
Bow,CSTL,1
Bow,HTL,1
Bow,MTRO,1
Bow,ST,1
Bow,TOWR,1
Borehamwood,PPL,1
Borehamwood,RSTN,1
Borehamwood,ADM4,1
Borehamwood,HTL,1
Bloomsbury,PPLX,1
Bloomsbury,HTL,1
Bloomsbury,REST,1
Blackwall,RCH,1
Blackwall,PPLX,1
Blackwall,TNLRD,1
Blackwall,MTRO,1
Reach,RCH,1
Reach,MTRO,1
Blackfriars,RSTN,1
Blackfriars,BDG,1
Blackfriars,MTRO,1
Blackfriars,ST,1
Blackfriars,HTL,1
Blackfriars,PPL,1
Blackfen,LCTY,1
Bickley,PPL,1
Bickley,RSTN,1
Bickley,RJCT,1
Bexleyheath,PPLA3,1
Bexleyheath,RSTN,1
Bermondsey,PPL,1
Bermondsey,PPLX,1
Bermondsey,RSTN,1
Bermondsey,MTRO,1
Bermondsey,HTL,1
Beckton,PPLX,1
Beckton,MTRO,1
Beckenham,PPL,1
